*DESCRIPTION
*MEANS REPORT
************DESCRIPTION************
"File generated on","2022-03-25"
"",""
"NAPS Means Datafile",""
"",""
"Units:",""
"SO2 NO2 O3 NO and NOx are ppb",""
"CO is ppm",""
"PM10 and PM2.5 are in ug/m3",""
"",""
"Reporting criteria:",""
"Monthly averages are reported if at least 50% of the hours during the month have valid measurements",""
"Annual average and standard deviation are reported if 50% of hours in year are valid and each quarter has at least 2 valid months",""
************MEANS REPORT************
"NAPS ID","City","Location","Latitude","Longitude","Elevation","LandUse","Pollutant","January","February","March","April","May","June","July","August","September","October","November","December","Average","StdDeviation","%Complete","","","","","","","","","","","",""
"060445","Toronto","55 John Street","43.64543","-79.38908","85","T,LU,P6,C","PM2.5","","","","","","","10","7","7","6","9","10","","","52","","","","","","","","","","","",""
"060450","Brampton","109 Mclaughlin Rd. S.","43.669567","-79.76567","217","PE,LU,P5,C","NO","2","2","2","2","2","1","1","1","2","3","3","5","2","7","99","","","","","","","","","","","",""
"060450","Brampton","109 Mclaughlin Rd. S.","43.669567","-79.76567","217","PE,LU,P5,C","NO2","10","11","11","8","7","6","5","5","7","9","12","13","9","9","99","","","","","","","","","","","",""
"060450","Brampton","109 Mclaughlin Rd. S.","43.669567","-79.76567","217","PE,LU,P5,C","NOX","13","14","13","10","9","7","5","5","9","12","15","18","11","14","99","","","","","","","","","","","",""
"060450","Brampton","109 Mclaughlin Rd. S.","43.669567","-79.76567","217","PE,LU,P5,C","O3","25","29","35","32","29","30","31","27","23","18","18","20","26","13","98","","","","","","","","","","","",""
"060450","Brampton","109 Mclaughlin Rd. S.","43.669567","-79.76567","217","PE,LU,P5,C","PM2.5","7","8","8","6","6","6","7","5","6","6","8","9","7","5","100","","","","","","","","","","","",""
"060512","Hamilton","Elgin & Kelly","43.25778","-79.86167","90","PS,LU,P5,R","CO","0.24","0.27","0.26","0.28","0.29","0.25","0.23","0.22","0.24","0.23","0.22","0.24","0.25","0.13","98","","","","","","","","","","","",""
"060512","Hamilton","Elgin & Kelly","43.25778","-79.86167","90","PS,LU,P5,R","NO","5","4","3","4","5","3","3","2","4","6","4","5","4","8","100","","","","","","","","","","","",""
"060512","Hamilton","Elgin & Kelly","43.25778","-79.86167","90","PS,LU,P5,R","NO2","15","15","14","14","14","12","10","9","10","11","13","14","13","9","100","","","","","","","","","","","",""
"060512","Hamilton","Elgin & Kelly","43.25778","-79.86167","90","PS,LU,P5,R","NOX","19","19","18","17","19","15","12","11","14","17","18","19","17","15","100","","","","","","","","","","","",""
"060512","Hamilton","Elgin & Kelly","43.25778","-79.86167","90","PS,LU,P5,R","O3","21","27","32","29","24","29","30","26","23","17","18","18","24","12","99","","","","","","","","","","","",""
"060512","Hamilton","Elgin & Kelly","43.25778","-79.86167","90","PS,LU,P5,R","PM2.5","9","9","10","9","10","11","10","7","7","7","9","9","9","7","99","","","","","","","","","","","",""
"060512","Hamilton","Elgin & Kelly","43.25778","-79.86167","90","PS,LU,P5,R","SO2","2.2","2.8","2.9","7.8","10.3","8.7","5.2","4.7","4.3","3.3","2.1","2.8","4.8","10.4","99","","","","","","","","","","","",""
"060515","Hamilton","Main St. & Hwy 403","43.25744","-79.90775","96","PE,LU,P5,R","NO","5","4","3","3","4","3","2","2","4","7","6","6","4","8","99","","","","","","","","","","","",""
"060515","Hamilton","Main St. & Hwy 403","43.25744","-79.90775","96","PE,LU,P5,R","NO2","13","14","14","12","12","12","8","8","9","10","12","12","11","8","99","","","","","","","","","","","",""
"060515","Hamilton","Main St. & Hwy 403","43.25744","-79.90775","96","PE,LU,P5,R","NOX","19","18","17","15","16","15","10","10","13","17","18","17","15","15","99","","","","","","","","","","","",""
"060515","Hamilton","Main St. & Hwy 403","43.25744","-79.90775","96","PE,LU,P5,R","O3","23","28","32","30","25","26","28","23","20","15","17","18","24","13","99","","","","","","","","","","","",""
"060515","Hamilton","Main St. & Hwy 403","43.25744","-79.90775","96","PE,LU,P5,R","PM2.5","8","9","9","8","8","9","8","6","6","6","8","9","8","6","100","","","","","","","","","","","",""
"060521","Hamilton","250 Fennell Ave W.","43.24132","-79.88941","195","PS,LU,P6,R","NO","2","2","2","2","2","2","1","1","1","3","3","3","2","4","100","","","","","","","","","","","",""
"060521","Hamilton","250 Fennell Ave W.","43.24132","-79.88941","195","PS,LU,P6,R","NO2","10","10","10","10","10","8","6","6","7","9","11","10","9","8","100","","","","","","","","","","","",""
"060521","Hamilton","250 Fennell Ave W.","43.24132","-79.88941","195","PS,LU,P6,R","NOX","12","12","11","12","12","10","6","6","8","12","13","13","11","11","100","","","","","","","","","","","",""
"060521","Hamilton","250 Fennell Ave W.","43.24132","-79.88941","195","PS,LU,P6,R","O3","24","30","36","32","28","33","34","28","26","19","19","21","28","12","100","","","","","","","","","","","",""
"060521","Hamilton","250 Fennell Ave W.","43.24132","-79.88941","195","PS,LU,P6,R","PM2.5","8","8","9","8","9","9","8","6","6","6","8","9","8","6","99","","","","","","","","","","","",""
"060521","Hamilton","250 Fennell Ave W.","43.24132","-79.88941","195","PS,LU,P6,R","SO2","1.7","1.9","2.3","6.4","8.2","7.4","3","3","2.7","2.4","1.1","1","3.5","7.6","97","","","","","","","","","","","",""
"060610","Sudbury","155 Elm Street","46.49194","-81.00311","271","PS,LU,P3,R","NO","6","6","3","2","1","1","1","1","2","4","3","4","3","8","98","","","","","","","","","","","",""
"060610","Sudbury","155 Elm Street","46.49194","-81.00311","271","PS,LU,P3,R","NO2","12","11","9","6","4","4","3","4","4","6","8","11","7","8","98","","","","","","","","","","","",""
"060610","Sudbury","155 Elm Street","46.49194","-81.00311","271","PS,LU,P3,R","NOX","18","17","12","8","5","5","4","5","6","11","11","15","10","14","98","","","","","","","","","","","",""
"060610","Sudbury","155 Elm Street","46.49194","-81.00311","271","PS,LU,P3,R","O3","24","30","36","34","30","28","28","23","20","19","22","22","26","11","98","","","","","","","","","","","",""
"060610","Sudbury","155 Elm Street","46.49194","-81.00311","271","PS,LU,P3,R","PM2.5","4","4","5","5","4","5","8","5","5","4","4","6","5","4","99","","","","","","","","","","","",""
"060610","Sudbury","155 Elm Street","46.49194","-81.00311","271","PS,LU,P3,R","SO2","1","1.6","2.1","1","1.1","0.9","1.1","1.1","1","0.8","0.9","1.2","1.2","3.4","98","","","","","","","","","","","",""
"060709","Sault Ste. Marie","443 Northern Ave., Sault College","46.53319","-84.30992","244","PS,MU,P3,C","NO","3","2","2","1","1","1","1","1","1","2","2","2","2","3","99","","","","","","","","","","","",""
"060709","Sault Ste. Marie","443 Northern Ave., Sault College","46.53319","-84.30992","244","PS,MU,P3,C","NO2","7","7","7","4","4","3","3","3","2","3","6","6","5","5","99","","","","","","","","","","","",""
"060709","Sault Ste. Marie","443 Northern Ave., Sault College","46.53319","-84.30992","244","PS,MU,P3,C","NOX","9","9","9","5","5","4","4","4","3","5","8","8","6","7","99","","","","","","","","","","","",""
"060709","Sault Ste. Marie","443 Northern Ave., Sault College","46.53319","-84.30992","244","PS,MU,P3,C","O3","29","34","38","36","31","28","26","24","21","21","24","25","28","10","99","","","","","","","","","","","",""
"060709","Sault Ste. Marie","443 Northern Ave., Sault College","46.53319","-84.30992","244","PS,MU,P3,C","PM2.5","4","5","5","5","4","5","7","5","4","3","4","5","5","4","99","","","","","","","","","","","",""
"060709","Sault Ste. Marie","443 Northern Ave., Sault College","46.53319","-84.30992","244","PS,MU,P3,C","SO2","0.6","0.3","0.7","0.4","0.8","0.9","0.8","0.8","0.3","0.5","1.1","1.2","0.7","2.8","98","","","","","","","","","","","",""
"060809","Thunder Bay","421 James Street South","48.37939","-89.29017","192","PE,LU,P3,R","NO","5","9","4","4","3","2","2","2","3","4","4","5","4","7","97","","","","","","","","","","","",""
"060809","Thunder Bay","421 James Street South","48.37939","-89.29017","192","PE,LU,P3,R","NO2","10","13","10","7","5","4","4","4","4","5","6","9","7","6","97","","","","","","","","","","","",""
"060809","Thunder Bay","421 James Street South","48.37939","-89.29017","192","PE,LU,P3,R","NOX","16","22","15","10","8","6","6","7","7","8","10","14","10","12","97","","","","","","","","","","","",""
"060809","Thunder Bay","421 James Street South","48.37939","-89.29017","192","PE,LU,P3,R","O3","24","28","33","32","28","23","22","18","18","18","21","21","24","11","99","","","","","","","","","","","",""
"060809","Thunder Bay","421 James Street South","48.37939","-89.29017","192","PE,LU,P3,R","PM2.5","5","5","5","5","4","6","9","5","4","3","3","6","5","4","99","","","","","","","","","","","",""
"060904","London","42 St. Julien Street","42.97446","-81.20086","244","PE,LU,P4,R","NO","1","2","1","1","1","1","1","0","1","1","1","1","1","3","99","","","","","","","","","","","",""
"060904","London","42 St. Julien Street","42.97446","-81.20086","244","PE,LU,P4,R","NO2","8","9","8","5","5","5","4","3","4","5","7","7","6","5","99","","","","","","","","","","","",""
"060904","London","42 St. Julien Street","42.97446","-81.20086","244","PE,LU,P4,R","NOX","9","11","10","6","5","5","4","4","4","6","8","8","7","7","99","","","","","","","","","","","",""
"060904","London","42 St. Julien Street","42.97446","-81.20086","244","PE,LU,P4,R","O3","25","29","35","34","29","30","28","25","24","19","21","21","27","13","99","","","","","","","","","","","",""
"060904","London","42 St. Julien Street","42.97446","-81.20086","244","PE,LU,P4,R","PM2.5","7","9","9","6","6","6","6","5","6","5","7","9","7","5","100","","","","","","","","","","","",""
"061007","Sarnia","1300 Tashmoo Ave./ Lasalle Line","42.912545","-82.416816","180","RB,NU,P2,R","NO","1","1","1","0","1","1","1","1","1","1","1","1","1","2","100","","","","","","","","","","","",""
"061007","Sarnia","1300 Tashmoo Ave./ Lasalle Line","42.912545","-82.416816","180","RB,NU,P2,R","NO2","7","7","7","5","5","6","5","4","4","5","7","6","6","4","100","","","","","","","","","","","",""
"061007","Sarnia","1300 Tashmoo Ave./ Lasalle Line","42.912545","-82.416816","180","RB,NU,P2,R","NOX","8","8","7","5","6","7","6","5","5","6","8","7","7","5","100","","","","","","","","","","","",""
"061007","Sarnia","1300 Tashmoo Ave./ Lasalle Line","42.912545","-82.416816","180","RB,NU,P2,R","PM2.5","7","10","9","7","6","7","8","6","6","5","8","10","7","6","100","","","","","","","","","","","",""
"061007","Sarnia","1300 Tashmoo Ave./ Lasalle Line","42.912545","-82.416816","180","RB,NU,P2,R","SO2","0.9","1","1.9","2.2","2.7","3.4","3.4","1.4","1.1","0.9","0.9","1.2","1.8","4.9","100","","","","","","","","","","","",""
"061009","Sarnia","700 Christina St. N.","42.990263","-82.395341","182","PE,MU,P4,R","NO","2","3","1","1","1","1","1","1","2","2","2","3","2","4","99","","","","","","","","","","","",""
"061009","Sarnia","700 Christina St. N.","42.990263","-82.395341","182","PE,MU,P4,R","NO2","9","10","8","4","4","5","5","5","7","7","9","9","7","6","99","","","","","","","","","","","",""
"061009","Sarnia","700 Christina St. N.","42.990263","-82.395341","182","PE,MU,P4,R","NOX","11","12","9","5","5","6","6","6","9","9","11","12","9","9","99","","","","","","","","","","","",""
"061009","Sarnia","700 Christina St. N.","42.990263","-82.395341","182","PE,MU,P4,R","O3","27","30","37","37","34","35","35","29","26","21","20","21","29","12","99","","","","","","","","","","","",""
"061009","Sarnia","700 Christina St. N.","42.990263","-82.395341","182","PE,MU,P4,R","PM2.5","7","9","8","6","6","6","8","6","8","5","8","10","7","6","100","","","","","","","","","","","",""
"061009","Sarnia","700 Christina St. N.","42.990263","-82.395341","182","PE,MU,P4,R","SO2","0.9","2.5","1.9","1.5","1.3","1.8","2.7","1.3","2.7","1.7","2.2","2.8","1.9","5.9","99","","","","","","","","","","","",""
"061104","Peterborough","10 Hospital Drive","44.301833","-78.346386","226","PE,MU,P4,R","NO","2","1","1","1","1","1","1","1","1","2","2","2","1","3","99","","","","","","","","","","","",""
"061104","Peterborough","10 Hospital Drive","44.301833","-78.346386","226","PE,MU,P4,R","NO2","5","5","6","3","2","2","2","2","3","4","5","8","4","5","99","","","","","","","","","","","",""
"061104","Peterborough","10 Hospital Drive","44.301833","-78.346386","226","PE,MU,P4,R","NOX","7","6","7","4","3","3","3","3","4","5","7","10","5","7","99","","","","","","","","","","","",""
"061104","Peterborough","10 Hospital Drive","44.301833","-78.346386","226","PE,MU,P4,R","O3","28","33","38","35","31","30","30","27","23","21","22","23","28","11","99","","","","","","","","","","","",""
"061104","Peterborough","10 Hospital Drive","44.301833","-78.346386","226","PE,MU,P4,R","PM2.5","6","7","7","5","5","6","8","6","5","5","7","7","6","5","100","","","","","","","","","","","",""
"061201","Cornwall","Bedford & Third St.","45.017981","-74.735314","55","PE,MU,P3,R","NO","3","2","2","1","1","1","1","1","1","3","2","1","2","6","99","","","","","","","","","","","",""
"061201","Cornwall","Bedford & Third St.","45.017981","-74.735314","55","PE,MU,P3,R","NO2","8","9","7","4","3","3","3","3","3","5","7","7","5","6","99","","","","","","","","","","","",""
"061201","Cornwall","Bedford & Third St.","45.017981","-74.735314","55","PE,MU,P3,R","NOX","11","11","8","5","4","4","3","3","5","8","8","8","7","10","99","","","","","","","","","","","",""
"061201","Cornwall","Bedford & Third St.","45.017981","-74.735314","55","PE,MU,P3,R","O3","26","31","37","34","29","28","28","24","21","18","23","23","27","11","99","","","","","","","","","","","",""
"061201","Cornwall","Bedford & Third St.","45.017981","-74.735314","55","PE,MU,P3,R","PM2.5","6","7","7","5","5","6","8","5","4","5","6","7","6","5","99","","","","","","","","","","","",""
"061302","St. Catharines","62 Argyle Crescent/ Pump Stn.","43.16006","-79.23475","105","PE,LU,P4,R","NO","1","1","1","1","1","1","1","1","1","3","2","1","1","3","99","","","","","","","","","","","",""
"061302","St. Catharines","62 Argyle Crescent/ Pump Stn.","43.16006","-79.23475","105","PE,LU,P4,R","NO2","7","7","8","5","5","4","4","3","5","6","9","9","6","5","99","","","","","","","","","","","",""
"061302","St. Catharines","62 Argyle Crescent/ Pump Stn.","43.16006","-79.23475","105","PE,LU,P4,R","NOX","8","7","8","6","6","5","5","4","6","9","11","10","7","8","99","","","","","","","","","","","",""
"061302","St. Catharines","62 Argyle Crescent/ Pump Stn.","43.16006","-79.23475","105","PE,LU,P4,R","O3","27","32","36","33","30","32","32","28","26","21","22","22","28","12","99","","","","","","","","","","","",""
"061302","St. Catharines","62 Argyle Crescent/ Pump Stn.","43.16006","-79.23475","105","PE,LU,P4,R","PM2.5","7","7","9","6","6","7","7","5","5","6","9","8","7","5","98","","","","","","","","","","","",""
"061402","Brantford","324 Grand River Ave.","43.13861","-80.29264","205","PE,MU,P4,I","NO","1","1","1","1","1","1","1","1","1","1","1","1","1","3","99","","","","","","","","","","","",""
"061402","Brantford","324 Grand River Ave.","43.13861","-80.29264","205","PE,MU,P4,I","NO2","7","8","7","5","5","4","4","4","4","5","7","7","6","5","99","","","","","","","","","","","",""
"061402","Brantford","324 Grand River Ave.","43.13861","-80.29264","205","PE,MU,P4,I","NOX","8","9","8","6","6","5","4","4","5","6","9","9","7","6","99","","","","","","","","","","","",""
"061402","Brantford","324 Grand River Ave.","43.13861","-80.29264","205","PE,MU,P4,I","O3","26","31","37","34","30","33","30","26","23","18","20","22","27","13","99","","","","","","","","","","","",""
"061402","Brantford","324 Grand River Ave.","43.13861","-80.29264","205","PE,MU,P4,I","PM2.5","7","9","9","7","7","7","8","6","6","5","8","8","7","6","100","","","","","","","","","","","",""
"061502","Kitchener","West Ave. & Homewood","43.44383","-80.50381","325","PE,LU,P5,R","NO","3","1","2","1","1","0","0","0","1","3","1","1","1","4","99","","","","","","","","","","","",""
"061502","Kitchener","West Ave. & Homewood","43.44383","-80.50381","325","PE,LU,P5,R","NO2","9","9","9","6","5","4","3","3","4","6","8","9","6","6","99","","","","","","","","","","","",""
"061502","Kitchener","West Ave. & Homewood","43.44383","-80.50381","325","PE,LU,P5,R","NOX","12","10","11","7","5","4","4","4","5","9","9","10","7","9","99","","","","","","","","","","","",""
"061502","Kitchener","West Ave. & Homewood","43.44383","-80.50381","325","PE,LU,P5,R","O3","24","28","34","34","31","32","31","27","24","19","20","21","27","12","99","","","","","","","","","","","",""
"061502","Kitchener","West Ave. & Homewood","43.44383","-80.50381","325","PE,LU,P5,R","PM2.5","8","9","9","6","6","6","8","6","6","6","8","9","7","6","100","","","","","","","","","","","",""
"061603","Oakville","8th Line And Glenashton Dr., Halton Reservoir","43.48692","-79.70228","165","PE,LU,P4,R","NO","2","2","3","1","1","1","1","1","1","2","3","3","2","7","99","","","","","","","","","","","",""
"061603","Oakville","8th Line And Glenashton Dr., Halton Reservoir","43.48692","-79.70228","165","PE,LU,P4,R","NO2","11","11","12","8","8","8","7","6","7","8","11","12","9","8","99","","","","","","","","","","","",""
